Date,Open,High,Low,Close,Adj Close,Volume
2017-05-01,79.220001,79.489998,78.879997,79.230003,75.695724,3458100
2017-05-02,79.150002,79.660004,79.150002,79.540001,75.991905,3334900
2017-05-03,79.230003,79.510002,78.690002,78.830002,75.313576,3800600
2017-05-04,79.230003,79.419998,77.989998,78.330002,74.835869,3902200
2017-05-05,78.610001,78.730003,77.879997,78.320000,74.826309,2936700
2017-05-08,78.500000,78.739998,77.949997,78.160004,74.673462,2608600
2017-05-09,78.160004,78.739998,78.089996,78.440002,74.940948,2570600
2017-05-10,78.279999,78.660004,78.139999,78.650002,75.141594,2396900
2017-05-11,78.199997,78.449997,77.250000,77.919998,74.444160,3780600
2017-05-12,77.699997,77.809998,77.220001,77.489998,74.033340,2865800
2017-05-15,77.480003,78.620003,77.480003,78.330002,74.835869,3327000
2017-05-16,78.599998,78.639999,77.839996,78.129997,74.644783,2457500
2017-05-17,78.129997,78.129997,76.239998,76.370003,72.963303,4441600
2017-05-18,76.269997,76.849998,75.970001,76.379997,72.972855,3545700
2017-05-19,76.550003,77.349998,76.300003,76.800003,73.374115,3283900
2017-05-22,76.949997,77.120003,76.500000,76.980003,73.546089,2800000
2017-05-23,77.019997,77.419998,76.820000,77.199997,73.756264,2239600
2017-05-24,77.459999,77.459999,76.930000,77.120003,73.679855,2091300
2017-05-25,77.489998,77.919998,77.260002,77.440002,73.985558,3185200
2017-05-26,77.169998,77.599998,77.019997,77.459999,74.004684,1858800
2017-05-30,77.239998,77.419998,76.989998,77.089996,73.651176,2073000
2017-05-31,77.089996,77.110001,75.980003,76.940002,73.507874,3117100
2017-06-01,77.230003,78.379997,76.949997,78.279999,74.788086,3553400
2017-06-02,77.769997,78.739998,77.769997,78.489998,74.988724,3534800
2017-06-05,78.750000,79.199997,78.610001,78.970001,75.447327,2738600
2017-06-06,78.459999,78.930000,78.290001,78.849998,75.332672,2878000
2017-06-07,78.910004,80.089996,78.790001,79.809998,76.249832,4284000
2017-06-08,79.809998,80.199997,79.669998,79.949997,76.383598,4079800
2017-06-09,80.389999,80.730003,79.730003,80.309998,76.727547,3849400
2017-06-12,80.349998,80.730003,80.070000,80.169998,76.593788,3352300
2017-06-13,80.199997,80.739998,80.070000,80.589996,76.995056,3174400
2017-06-14,80.110001,80.919998,79.620003,80.839996,77.233894,4013100
2017-06-15,80.379997,81.239998,80.230003,80.699997,77.100143,2773400
2017-06-16,80.860001,81.480003,80.769997,81.449997,77.816681,5914700
2017-06-19,81.559998,81.940002,81.290001,81.879997,78.227493,3076500
2017-06-20,81.980003,82.809998,81.800003,82.510002,78.829414,3929100
2017-06-21,82.599998,82.800003,81.989998,82.209999,78.542778,2683400
2017-06-22,82.110001,82.629997,82.059998,82.250000,78.580994,2312100
2017-06-23,82.389999,82.699997,82.059998,82.220001,78.552353,3785300
2017-06-26,82.500000,83.290001,82.440002,82.959999,79.259331,2491600
2017-06-27,83.059998,83.519997,83.010002,83.080002,79.373978,2994500
2017-06-28,83.510002,84.269997,83.400002,83.970001,80.224289,3668500
2017-06-29,84.919998,85.389999,83.160004,83.629997,79.899429,5092600
2017-06-30,84.089996,84.639999,83.589996,84.239998,80.482239,3320800
2017-07-03,84.690002,85.739998,84.690002,85.099998,81.303864,2306900
2017-07-05,85.220001,85.879997,84.809998,84.889999,81.409363,3501200
2017-07-06,84.669998,84.839996,83.720001,83.739998,80.306503,3213400
2017-07-07,83.930000,84.690002,83.769997,84.330002,80.872330,2454600
2017-07-10,84.129997,84.570000,83.970001,84.300003,80.843552,2147000
2017-07-11,84.230003,84.309998,83.540001,84.160004,80.709290,2733200
2017-07-12,84.279999,84.980003,84.059998,84.820000,81.342216,4629100
2017-07-13,84.930000,85.430000,84.739998,85.370003,81.869682,3309400
2017-07-14,84.849998,85.559998,84.589996,85.279999,81.783363,3354700
2017-07-17,85.129997,85.519997,84.779999,85.220001,81.725822,2190500
2017-07-18,84.959999,85.559998,84.760002,85.519997,82.013527,2816000
2017-07-19,85.760002,85.980003,85.300003,85.930000,82.406723,5539700
2017-07-20,84.940002,85.449997,84.529999,85.349998,81.850502,5386400
2017-07-21,85.790001,86.279999,85.430000,85.589996,82.080650,3570400
2017-07-24,85.449997,85.669998,83.860001,85.000000,81.514847,5389100
2017-07-25,85.839996,86.099998,85.080002,85.410004,81.908043,3255200
2017-07-26,85.410004,85.720001,85.169998,85.300003,81.802536,3038100
2017-07-27,85.180000,85.199997,83.330002,83.849998,80.412003,6119300
2017-07-28,83.879997,85.099998,83.620003,84.800003,81.323059,3321200
2017-07-31,85.169998,85.699997,84.839996,85.230003,81.735428,3079800
2017-08-01,85.720001,85.839996,85.139999,85.239998,81.744987,3148800
2017-08-02,85.150002,85.360001,84.970001,85.300003,81.802536,3252300
2017-08-03,85.239998,85.879997,85.139999,85.540001,82.032707,2381800
2017-08-04,85.989998,86.330002,85.839996,85.970001,82.445076,2840200
2017-08-07,86.099998,86.190002,85.680000,85.849998,82.330002,2089100
2017-08-08,85.430000,86.669998,85.410004,85.940002,82.416313,2922800
2017-08-09,85.739998,85.970001,85.239998,85.690002,82.176567,2961000
2017-08-10,85.440002,85.580002,84.550003,84.559998,81.092888,3755200
2017-08-11,84.760002,84.860001,83.970001,84.290001,80.833977,3078600
2017-08-14,84.739998,85.669998,84.720001,85.470001,81.965576,2893600
2017-08-15,85.989998,86.970001,85.879997,86.790001,83.231461,3774100
2017-08-16,87.000000,87.779999,86.989998,87.389999,83.806854,3379600
2017-08-17,87.339996,87.629997,86.050003,86.089996,82.560150,3870400
2017-08-18,85.989998,86.129997,85.209999,85.379997,81.879265,4271200
2017-08-21,85.449997,85.639999,84.949997,85.300003,81.802536,2505100
2017-08-22,85.470001,85.730003,84.910004,85.300003,81.802536,2155300
2017-08-23,84.709999,85.510002,84.699997,85.279999,81.783363,1960400
2017-08-24,85.489998,85.529999,85.040001,85.360001,81.860085,2057900
2017-08-25,85.500000,85.959999,85.419998,85.470001,81.965576,2302100
2017-08-28,85.660004,85.690002,85.209999,85.410004,81.908043,2105500
2017-08-29,84.750000,85.510002,84.400002,85.419998,81.917625,2779400
2017-08-30,85.379997,85.739998,85.220001,85.690002,82.176567,2131700
2017-08-31,86.000000,86.279999,85.699997,86.099998,82.569748,3792300
2017-09-01,86.309998,86.540001,86.050003,86.139999,82.608101,2262700
2017-09-05,85.720001,85.910004,84.680000,85.309998,81.812141,3089800
2017-09-06,85.570000,85.839996,85.000000,85.230003,81.735428,2823300
2017-09-07,85.269997,85.519997,84.080002,84.410004,80.949051,2905400
2017-09-08,84.180000,85.010002,84.019997,84.250000,80.795601,3462100
2017-09-11,84.970001,86.120003,84.970001,85.690002,82.176567,3397500
2017-09-12,85.970001,86.599998,85.809998,86.550003,83.001297,3333300
2017-09-13,86.419998,86.769997,86.389999,86.639999,83.087608,2396500
2017-09-14,86.540001,86.800003,86.160004,86.190002,82.656067,2764900
2017-09-15,86.519997,86.989998,86.070000,86.989998,83.423241,7791600
2017-09-18,87.080002,87.870003,86.949997,87.870003,84.267174,3395100
2017-09-19,87.970001,89.230003,87.879997,89.000000,85.350845,4043800
2017-09-20,89.250000,89.379997,88.269997,88.430000,84.804207,4251000
2017-09-21,88.449997,88.800003,88.040001,88.419998,84.794624,2877800
2017-09-22,88.300003,88.709999,88.099998,88.400002,84.775444,2770100
2017-09-25,88.279999,88.639999,87.839996,88.209999,84.593231,2863100
2017-09-26,88.470001,88.769997,88.199997,88.690002,85.053551,2197800
2017-09-27,89.680000,89.739998,89.029999,89.489998,85.820740,2888900
2017-09-28,89.230003,90.309998,89.230003,90.139999,86.444099,2458800
2017-09-29,90.040001,90.769997,89.930000,90.459999,86.750977,2996300
2017-10-02,90.440002,91.169998,90.099998,90.540001,86.827713,4466400
2017-10-03,90.589996,91.639999,90.589996,91.430000,87.681213,2912300
2017-10-04,91.599998,91.610001,90.910004,91.010002,87.278435,3091700
2017-10-05,90.959999,91.620003,90.769997,91.160004,87.759789,2991000
